A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/4.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/4.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Shanghai,PM2.5,1/12/2016 8:00,2016,1,12,8,46,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/12/2016 9:00,2016,1,12,9,39,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/12/2016 10:00,2016,1,12,10,47,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/12/2016 11:00,2016,1,12,11,45,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/12/2016 12:00,2016,1,12,12,43,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/12/2016 13:00,2016,1,12,13,54,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/12/2016 14:00,2016,1,12,14,57,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/12/2016 15:00,2016,1,12,15,60,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/12/2016 16:00,2016,1,12,16,57,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/12/2016 17:00,2016,1,12,17,52,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/12/2016 18:00,2016,1,12,18,55,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/12/2016 19:00,2016,1,12,19,56,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/12/2016 20:00,2016,1,12,20,45,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/12/2016 21:00,2016,1,12,21,49,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/12/2016 22:00,2016,1,12,22,56,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/12/2016 23:00,2016,1,12,23,59,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/13/2016 0:00,2016,1,13,0,63,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/13/2016 1:00,2016,1,13,1,71,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/13/2016 2:00,2016,1,13,2,86,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/13/2016 3:00,2016,1,13,3,96,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/13/2016 4:00,2016,1,13,4,103,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/13/2016 5:00,2016,1,13,5,104,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/13/2016 6:00,2016,1,13,6,112,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/13/2016 7:00,2016,1,13,7,113,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/13/2016 8:00,2016,1,13,8,114,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/13/2016 9:00,2016,1,13,9,126,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/13/2016 10:00,2016,1,13,10,140,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/13/2016 11:00,2016,1,13,11,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,1/13/2016 12:00,2016,1,13,12,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,1/13/2016 13:00,2016,1,13,13,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,1/13/2016 14:00,2016,1,13,14,136,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/13/2016 15:00,2016,1,13,15,141,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/13/2016 16:00,2016,1,13,16,155,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/13/2016 17:00,2016,1,13,17,153,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/13/2016 18:00,2016,1,13,18,147,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/13/2016 19:00,2016,1,13,19,151,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/13/2016 20:00,2016,1,13,20,162,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/13/2016 21:00,2016,1,13,21,163,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/13/2016 22:00,2016,1,13,22,159,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/13/2016 23:00,2016,1,13,23,153,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 0:00,2016,1,14,0,149,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 1:00,2016,1,14,1,146,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 2:00,2016,1,14,2,139,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 3:00,2016,1,14,3,137,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 4:00,2016,1,14,4,134,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 5:00,2016,1,14,5,145,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 6:00,2016,1,14,6,154,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 7:00,2016,1,14,7,166,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 8:00,2016,1,14,8,169,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 9:00,2016,1,14,9,180,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 10:00,2016,1,14,10,167,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 11:00,2016,1,14,11,157,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 12:00,2016,1,14,12,155,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 13:00,2016,1,14,13,160,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 14:00,2016,1,14,14,156,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 15:00,2016,1,14,15,154,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 16:00,2016,1,14,16,152,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 17:00,2016,1,14,17,142,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 18:00,2016,1,14,18,143,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 19:00,2016,1,14,19,212,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 20:00,2016,1,14,20,201,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 21:00,2016,1,14,21,175,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 22:00,2016,1,14,22,175,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/14/2016 23:00,2016,1,14,23,178,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 0:00,2016,1,15,0,187,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 1:00,2016,1,15,1,178,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 2:00,2016,1,15,2,170,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 3:00,2016,1,15,3,163,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 4:00,2016,1,15,4,155,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 5:00,2016,1,15,5,151,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 6:00,2016,1,15,6,156,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 7:00,2016,1,15,7,154,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 8:00,2016,1,15,8,148,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 9:00,2016,1,15,9,156,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 10:00,2016,1,15,10,136,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 11:00,2016,1,15,11,104,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 12:00,2016,1,15,12,100,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 13:00,2016,1,15,13,101,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 14:00,2016,1,15,14,104,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 15:00,2016,1,15,15,109,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 16:00,2016,1,15,16,84,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 17:00,2016,1,15,17,84,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 18:00,2016,1,15,18,89,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 19:00,2016,1,15,19,126,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 20:00,2016,1,15,20,146,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 21:00,2016,1,15,21,140,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 22:00,2016,1,15,22,128,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/15/2016 23:00,2016,1,15,23,125,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 0:00,2016,1,16,0,128,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 1:00,2016,1,16,1,131,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 2:00,2016,1,16,2,128,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 3:00,2016,1,16,3,130,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 4:00,2016,1,16,4,125,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 5:00,2016,1,16,5,126,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 6:00,2016,1,16,6,130,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 7:00,2016,1,16,7,141,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 8:00,2016,1,16,8,164,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 9:00,2016,1,16,9,152,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 10:00,2016,1,16,10,130,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 11:00,2016,1,16,11,128,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 12:00,2016,1,16,12,115,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 13:00,2016,1,16,13,110,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 14:00,2016,1,16,14,111,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 15:00,2016,1,16,15,113,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 16:00,2016,1,16,16,121,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 17:00,2016,1,16,17,116,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 18:00,2016,1,16,18,116,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 19:00,2016,1,16,19,119,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 20:00,2016,1,16,20,115,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 21:00,2016,1,16,21,108,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 22:00,2016,1,16,22,111,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/16/2016 23:00,2016,1,16,23,117,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 0:00,2016,1,17,0,110,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 1:00,2016,1,17,1,94,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 2:00,2016,1,17,2,82,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 3:00,2016,1,17,3,76,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 4:00,2016,1,17,4,73,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 5:00,2016,1,17,5,74,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 6:00,2016,1,17,6,70,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 7:00,2016,1,17,7,50,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 8:00,2016,1,17,8,62,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 9:00,2016,1,17,9,48,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 10:00,2016,1,17,10,42,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 11:00,2016,1,17,11,57,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 12:00,2016,1,17,12,64,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 13:00,2016,1,17,13,82,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 14:00,2016,1,17,14,72,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 15:00,2016,1,17,15,78,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 16:00,2016,1,17,16,70,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 17:00,2016,1,17,17,77,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 18:00,2016,1,17,18,79,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 19:00,2016,1,17,19,87,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 20:00,2016,1,17,20,108,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 21:00,2016,1,17,21,159,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 22:00,2016,1,17,22,205,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/17/2016 23:00,2016,1,17,23,202,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 0:00,2016,1,18,0,188,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 1:00,2016,1,18,1,176,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 2:00,2016,1,18,2,181,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 3:00,2016,1,18,3,163,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 4:00,2016,1,18,4,150,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 5:00,2016,1,18,5,152,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 6:00,2016,1,18,6,147,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 7:00,2016,1,18,7,143,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 8:00,2016,1,18,8,128,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 9:00,2016,1,18,9,117,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 10:00,2016,1,18,10,124,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 11:00,2016,1,18,11,128,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 12:00,2016,1,18,12,131,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 13:00,2016,1,18,13,127,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 14:00,2016,1,18,14,138,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 15:00,2016,1,18,15,147,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 16:00,2016,1,18,16,142,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 17:00,2016,1,18,17,125,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 18:00,2016,1,18,18,122,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 19:00,2016,1,18,19,126,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 20:00,2016,1,18,20,105,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 21:00,2016,1,18,21,100,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 22:00,2016,1,18,22,102,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/18/2016 23:00,2016,1,18,23,88,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 0:00,2016,1,19,0,96,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 1:00,2016,1,19,1,107,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 2:00,2016,1,19,2,125,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 3:00,2016,1,19,3,137,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 4:00,2016,1,19,4,133,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 5:00,2016,1,19,5,132,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 6:00,2016,1,19,6,142,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 7:00,2016,1,19,7,148,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 8:00,2016,1,19,8,142,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 9:00,2016,1,19,9,111,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 10:00,2016,1,19,10,90,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 11:00,2016,1,19,11,93,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 12:00,2016,1,19,12,60,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 13:00,2016,1,19,13,39,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 14:00,2016,1,19,14,56,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 15:00,2016,1,19,15,59,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 16:00,2016,1,19,16,71,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 17:00,2016,1,19,17,69,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 18:00,2016,1,19,18,69,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 19:00,2016,1,19,19,73,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 20:00,2016,1,19,20,63,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 21:00,2016,1,19,21,59,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 22:00,2016,1,19,22,50,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/19/2016 23:00,2016,1,19,23,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 0:00,2016,1,20,0,29,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 1:00,2016,1,20,1,33,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 2:00,2016,1,20,2,31,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 3:00,2016,1,20,3,31,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 4:00,2016,1,20,4,33,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 5:00,2016,1,20,5,36,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 6:00,2016,1,20,6,39,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 7:00,2016,1,20,7,45,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 8:00,2016,1,20,8,49,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 9:00,2016,1,20,9,30,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 10:00,2016,1,20,10,26,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 11:00,2016,1,20,11,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 12:00,2016,1,20,12,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 13:00,2016,1,20,13,15,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 14:00,2016,1,20,14,17,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 15:00,2016,1,20,15,19,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 16:00,2016,1,20,16,19,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 17:00,2016,1,20,17,22,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 18:00,2016,1,20,18,21,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 19:00,2016,1,20,19,20,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 20:00,2016,1,20,20,21,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 21:00,2016,1,20,21,22,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 22:00,2016,1,20,22,25,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/20/2016 23:00,2016,1,20,23,18,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/21/2016 0:00,2016,1,21,0,25,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/21/2016 1:00,2016,1,21,1,21,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/21/2016 2:00,2016,1,21,2,21,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/21/2016 3:00,2016,1,21,3,17,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/21/2016 4:00,2016,1,21,4,22,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/21/2016 5:00,2016,1,21,5,23,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/21/2016 6:00,2016,1,21,6,13,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/21/2016 7:00,2016,1,21,7,19,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/21/2016 8:00,2016,1,21,8,19,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/21/2016 9:00,2016,1,21,9,18,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/21/2016 10:00,2016,1,21,10,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,1/21/2016 11:00,2016,1,21,11,23,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/21/2016 12:00,2016,1,21,12,21,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/21/2016 13:00,2016,1,21,13,23,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/21/2016 14:00,2016,1,21,14,21,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/21/2016 15:00,2016,1,21,15,23,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/21/2016 16:00,2016,1,21,16,20,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/21/2016 17:00,2016,1,21,17,26,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/21/2016 18:00,2016,1,21,18,25,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/21/2016 19:00,2016,1,21,19,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/21/2016 20:00,2016,1,21,20,28,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/21/2016 21:00,2016,1,21,21,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/21/2016 22:00,2016,1,21,22,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/21/2016 23:00,2016,1,21,23,33,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 0:00,2016,1,22,0,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 1:00,2016,1,22,1,27,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 2:00,2016,1,22,2,36,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 3:00,2016,1,22,3,43,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 4:00,2016,1,22,4,49,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 5:00,2016,1,22,5,47,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 6:00,2016,1,22,6,27,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 7:00,2016,1,22,7,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 8:00,2016,1,22,8,26,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 9:00,2016,1,22,9,27,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 10:00,2016,1,22,10,23,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 11:00,2016,1,22,11,28,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 12:00,2016,1,22,12,27,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 13:00,2016,1,22,13,39,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 14:00,2016,1,22,14,40,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 15:00,2016,1,22,15,60,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 16:00,2016,1,22,16,66,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 17:00,2016,1,22,17,76,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 18:00,2016,1,22,18,73,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 19:00,2016,1,22,19,74,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 20:00,2016,1,22,20,57,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 21:00,2016,1,22,21,43,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 22:00,2016,1,22,22,41,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/22/2016 23:00,2016,1,22,23,43,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/23/2016 0:00,2016,1,23,0,54,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/23/2016 1:00,2016,1,23,1,50,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/23/2016 2:00,2016,1,23,2,64,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/23/2016 3:00,2016,1,23,3,87,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/23/2016 4:00,2016,1,23,4,92,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/23/2016 5:00,2016,1,23,5,88,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/23/2016 6:00,2016,1,23,6,64,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/23/2016 7:00,2016,1,23,7,55,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/23/2016 8:00,2016,1,23,8,49,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/23/2016 9:00,2016,1,23,9,38,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/23/2016 10:00,2016,1,23,10,27,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/23/2016 11:00,2016,1,23,11,23,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/23/2016 12:00,2016,1,23,12,21,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/23/2016 13:00,2016,1,23,13,27,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/23/2016 14:00,2016,1,23,14,26,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/23/2016 15:00,2016,1,23,15,36,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/23/2016 16:00,2016,1,23,16,33,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/23/2016 17:00,2016,1,23,17,35,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/23/2016 18:00,2016,1,23,18,42,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/23/2016 19:00,2016,1,23,19,42,µg/m³,1 Hr,Valid
