1/1/11,NaN
1/2/11,NaN
1/3/11,NaN
1/4/11,NaN
1/5/11,NaN
1/6/11,NaN
1/7/11,NaN
1/8/11,NaN
1/9/11,NaN
1/10/11,NaN
1/11/11,NaN
1/12/11,NaN
1/13/11,NaN
1/14/11,NaN
1/15/11,NaN
1/16/11,NaN
1/17/11,NaN
1/18/11,NaN
1/19/11,NaN
1/20/11,NaN
1/21/11,NaN
1/22/11,NaN
1/23/11,NaN
1/24/11,NaN
1/25/11,NaN
1/26/11,NaN
1/27/11,NaN
1/28/11,NaN
1/29/11,NaN
1/30/11,NaN
1/31/11,NaN
2/1/11,NaN
2/2/11,NaN
2/3/11,NaN
2/4/11,NaN
2/5/11,NaN
2/6/11,NaN
2/7/11,NaN
2/8/11,NaN
2/9/11,NaN
2/10/11,NaN
2/11/11,NaN
2/12/11,NaN
2/13/11,NaN
2/14/11,NaN
2/15/11,NaN
2/16/11,NaN
2/17/11,NaN
2/18/11,NaN
2/19/11,NaN
2/20/11,NaN
2/21/11,NaN
2/22/11,NaN
2/23/11,NaN
2/24/11,NaN
2/25/11,NaN
2/26/11,NaN
2/27/11,NaN
2/28/11,NaN
3/1/11,NaN
3/2/11,NaN
3/3/11,NaN
3/4/11,NaN
3/5/11,NaN
3/6/11,NaN
3/7/11,NaN
3/8/11,NaN
3/9/11,NaN
3/10/11,NaN
3/11/11,NaN
3/12/11,NaN
3/13/11,NaN
3/14/11,NaN
3/15/11,NaN
3/16/11,NaN
3/17/11,NaN
3/18/11,NaN
3/19/11,NaN
3/20/11,NaN
3/21/11,NaN
3/22/11,NaN
3/23/11,NaN
3/24/11,NaN
3/25/11,NaN
3/26/11,NaN
3/27/11,NaN
3/28/11,NaN
3/29/11,NaN
3/30/11,NaN
3/31/11,NaN
4/1/11,NaN
4/2/11,NaN
4/3/11,NaN
4/4/11,NaN
4/5/11,NaN
4/6/11,NaN
4/7/11,NaN
4/8/11,NaN
4/9/11,NaN
4/10/11,NaN
4/11/11,NaN
4/12/11,NaN
4/13/11,NaN
4/14/11,NaN
4/15/11,NaN
4/16/11,NaN
4/17/11,NaN
4/18/11,NaN
4/19/11,NaN
4/20/11,NaN
4/21/11,NaN
4/22/11,NaN
4/23/11,NaN
4/24/11,NaN
4/25/11,NaN
4/26/11,NaN
4/27/11,NaN
4/28/11,NaN
4/29/11,NaN
4/30/11,NaN
5/1/11,NaN
5/2/11,NaN
5/3/11,NaN
5/4/11,NaN
5/5/11,NaN
5/6/11,NaN
5/7/11,NaN
5/8/11,NaN
5/9/11,NaN
5/10/11,NaN
5/11/11,NaN
5/12/11,NaN
5/13/11,NaN
5/14/11,NaN
5/15/11,NaN
5/16/11,NaN
5/17/11,NaN
5/18/11,NaN
5/19/11,NaN
5/20/11,NaN
5/21/11,NaN
5/22/11,NaN
5/23/11,NaN
5/24/11,NaN
5/25/11,NaN
5/26/11,NaN
5/27/11,NaN
5/28/11,NaN
5/29/11,NaN
5/30/11,NaN
5/31/11,NaN
6/1/11,NaN
6/2/11,NaN
6/3/11,NaN
6/4/11,NaN
6/5/11,NaN
6/6/11,NaN
6/7/11,NaN
6/8/11,NaN
6/9/11,NaN
6/10/11,NaN
6/11/11,NaN
6/12/11,NaN
6/13/11,NaN
6/14/11,NaN
6/15/11,NaN
6/16/11,NaN
6/17/11,NaN
6/18/11,NaN
6/19/11,NaN
6/20/11,NaN
6/21/11,NaN
6/22/11,NaN
6/23/11,NaN
6/24/11,NaN
6/25/11,NaN
6/26/11,NaN
6/27/11,NaN
6/28/11,NaN
6/29/11,NaN
6/30/11,NaN
7/1/11,NaN
7/2/11,NaN
7/3/11,NaN
7/4/11,NaN
7/5/11,NaN
7/6/11,NaN
7/7/11,NaN
7/8/11,NaN
7/9/11,NaN
7/10/11,NaN
7/11/11,NaN
7/12/11,NaN
7/13/11,NaN
7/14/11,NaN
7/15/11,NaN
7/16/11,NaN
7/17/11,NaN
7/18/11,NaN
7/19/11,NaN
7/20/11,NaN
7/21/11,NaN
7/22/11,NaN
7/23/11,NaN
7/24/11,NaN
7/25/11,NaN
7/26/11,NaN
7/27/11,NaN
7/28/11,NaN
7/29/11,NaN
7/30/11,NaN
7/31/11,NaN
8/1/11,NaN
8/2/11,NaN
8/3/11,NaN
8/4/11,NaN
8/5/11,NaN
8/6/11,NaN
8/7/11,NaN
8/8/11,NaN
8/9/11,NaN
8/10/11,NaN
8/11/11,NaN
8/12/11,NaN
8/13/11,NaN
8/14/11,NaN
8/15/11,NaN
8/16/11,NaN
8/17/11,NaN
8/18/11,NaN
8/19/11,NaN
8/20/11,NaN
8/21/11,NaN
8/22/11,NaN
8/23/11,NaN
8/24/11,NaN
8/25/11,NaN
8/26/11,NaN
8/27/11,NaN
8/28/11,NaN
8/29/11,NaN
8/30/11,NaN
8/31/11,NaN
9/1/11,NaN
9/2/11,NaN
9/3/11,NaN
9/4/11,NaN
9/5/11,NaN
9/6/11,NaN
9/7/11,NaN
9/8/11,NaN
9/9/11,NaN
9/10/11,NaN
9/11/11,NaN
9/12/11,NaN
9/13/11,NaN
9/14/11,NaN
9/15/11,NaN
9/16/11,NaN
9/17/11,NaN
9/18/11,NaN
9/19/11,NaN
9/20/11,NaN
9/21/11,NaN
9/22/11,NaN
9/23/11,NaN
9/24/11,NaN
9/25/11,NaN
9/26/11,NaN
9/27/11,NaN
9/28/11,NaN
9/29/11,NaN
9/30/11,NaN
10/1/11,NaN
10/2/11,NaN
10/3/11,NaN
10/4/11,NaN
10/5/11,NaN
10/6/11,NaN
10/7/11,NaN
10/8/11,NaN
10/9/11,NaN
10/10/11,NaN
10/11/11,NaN
10/12/11,NaN
10/13/11,NaN
10/14/11,NaN
10/15/11,NaN
10/16/11,NaN
10/17/11,NaN
10/18/11,NaN
10/19/11,NaN
10/20/11,NaN
10/21/11,NaN
10/22/11,NaN
10/23/11,NaN
10/24/11,NaN
10/25/11,NaN
10/26/11,NaN
10/27/11,NaN
10/28/11,NaN
10/29/11,NaN
10/30/11,NaN
10/31/11,NaN
11/1/11,NaN
11/2/11,NaN
11/3/11,NaN
11/4/11,NaN
11/5/11,NaN
11/6/11,NaN
11/7/11,NaN
11/8/11,NaN
11/9/11,NaN
11/10/11,NaN
11/11/11,NaN
11/12/11,NaN
11/13/11,NaN
11/14/11,NaN
11/15/11,NaN
11/16/11,NaN
11/17/11,NaN
11/18/11,NaN
11/19/11,NaN
11/20/11,NaN
11/21/11,NaN
11/22/11,NaN
11/23/11,NaN
11/24/11,NaN
11/25/11,NaN
11/26/11,NaN
11/27/11,NaN
11/28/11,NaN
11/29/11,NaN
11/30/11,NaN
12/1/11,NaN
12/2/11,NaN
12/3/11,NaN
12/4/11,NaN
12/5/11,NaN
12/6/11,NaN
12/7/11,NaN
12/8/11,NaN
12/9/11,NaN
12/10/11,NaN
12/11/11,NaN
12/12/11,NaN
12/13/11,NaN
12/14/11,NaN
12/15/11,NaN
12/16/11,NaN
12/17/11,NaN
12/18/11,NaN
12/19/11,NaN
12/20/11,NaN
12/21/11,NaN
12/22/11,NaN
12/23/11,NaN
12/24/11,NaN
12/25/11,NaN
12/26/11,NaN
12/27/11,NaN
12/28/11,44
12/29/11,126
12/30/11,78
12/31/11,730
1/1/12,162
1/2/12,79
1/3/12,219
1/4/12,111
1/5/12,84
1/6/12,58
1/7/12,69
1/8/12,44
1/9/12,77
1/10/12,105
1/11/12,296
1/12/12,96
1/13/12,141
1/14/12,105
1/15/12,79
1/16/12,37
1/17/12,42
1/18/12,81
1/19/12,153
1/20/12,148
1/21/12,109
1/22/12,125
1/23/12,351
1/24/12,117
1/25/12,183
1/26/12,104
1/27/12,293
1/28/12,75
1/29/12,92
1/30/12,80
1/31/12,114
2/1/12,120
2/2/12,44
2/3/12,63
2/4/12,48
2/5/12,108
2/6/12,143
2/7/12,248
2/8/12,68
2/9/12,81
2/10/12,132
2/11/12,149
2/12/12,39
2/13/12,134
2/14/12,159
2/15/12,78
2/16/12,44
2/17/12,82
2/18/12,51
2/19/12,92
2/20/12,650
2/21/12,190
2/22/12,82
2/23/12,145
2/24/12,95
2/25/12,69
2/26/12,31
2/27/12,36
2/28/12,39
2/29/12,59
3/1/12,189
3/2/12,123
3/3/12,88
3/4/12,108
3/5/12,142
3/6/12,239
3/7/12,219
3/8/12,80
3/9/12,47
3/10/12,87
3/11/12,232
3/12/12,42
3/13/12,47
3/14/12,41
3/15/12,62
3/16/12,119
3/17/12,149
3/18/12,140
3/19/12,73
3/20/12,73
3/21/12,58
3/22/12,84
3/23/12,143
3/24/12,110
3/25/12,103
3/26/12,58
3/27/12,125
3/28/12,107
3/29/12,80
3/30/12,135
3/31/12,76
4/1/12,105
4/2/12,82
4/3/12,147
4/4/12,107
4/5/12,111
4/6/12,59
4/7/12,49
4/8/12,85
4/9/12,45
4/10/12,95
4/11/12,139
4/12/12,54
4/13/12,91
4/14/12,123
4/15/12,62
4/16/12,137
4/17/12,119
4/18/12,NaN
4/19/12,NaN
4/20/12,96
4/21/12,103
4/22/12,95
4/23/12,68
4/24/12,53
4/25/12,106
4/26/12,86
4/27/12,71
4/28/12,55
4/29/12,72
4/30/12,49
5/1/12,87
5/2/12,127
5/3/12,155
5/4/12,205
5/5/12,NaN
5/6/12,NaN
5/7/12,NaN
5/8/12,116
5/9/12,48
5/10/12,75
5/11/12,88
5/12/12,72
5/13/12,56
5/14/12,79
5/15/12,171
5/16/12,163
5/17/12,110
5/18/12,94
5/19/12,72
5/20/12,45
5/21/12,59
5/22/12,53
5/23/12,59
5/24/12,51
5/25/12,42
5/26/12,63
5/27/12,87
5/28/12,130
5/29/12,81
5/30/12,30
5/31/12,54
6/1/12,67
6/2/12,50
6/3/12,56
6/4/12,42
6/5/12,27
6/6/12,30
6/7/12,120
6/8/12,224
6/9/12,175
6/10/12,158
6/11/12,78
6/12/12,97
6/13/12,83
6/14/12,70
6/15/12,36
6/16/12,38
6/17/12,39
6/18/12,40
6/19/12,34
6/20/12,38
6/21/12,37
6/22/12,46
6/23/12,38
6/24/12,124
6/25/12,107
6/26/12,34
6/27/12,35
6/28/12,57
6/29/12,22
6/30/12,139
7/1/12,97
7/2/12,58
7/3/12,78
7/4/12,61
7/5/12,33
7/6/12,60
7/7/12,92
7/8/12,56
7/9/12,110
7/10/12,70
7/11/12,99
7/12/12,93
7/13/12,77
7/14/12,73
7/15/12,62
7/16/12,39
7/17/12,40
7/18/12,76
7/19/12,113
7/20/12,57
7/21/12,13
7/22/12,16
7/23/12,12
7/24/12,7
7/25/12,9
7/26/12,22
7/27/12,10
7/28/12,15
7/29/12,20
7/30/12,15
7/31/12,13
8/1/12,38
8/2/12,35
8/3/12,24
8/4/12,18
8/5/12,27
8/6/12,37
8/7/12,21
8/8/12,15
8/9/12,46
8/10/12,51
8/11/12,47
8/12/12,61
8/13/12,81
8/14/12,52
8/15/12,54
8/16/12,17
8/17/12,10
8/18/12,13
8/19/12,48
8/20/12,75
8/21/12,22
8/22/12,37
8/23/12,25
8/24/12,26
8/25/12,24
8/26/12,18
8/27/12,25
8/28/12,44
8/29/12,67
8/30/12,36
8/31/12,35
9/1/12,24
9/2/12,22
9/3/12,69
9/4/12,82
9/5/12,97
9/6/12,24
9/7/12,53
9/8/12,53
9/9/12,62
9/10/12,39
9/11/12,48
9/12/12,141
9/13/12,125
9/14/12,101
9/15/12,39
9/16/12,39
9/17/12,68
9/18/12,117
9/19/12,190
9/20/12,162
9/21/12,115
9/22/12,68
9/23/12,63
9/24/12,46
9/25/12,48
9/26/12,26
9/27/12,30
9/28/12,58
9/29/12,59
9/30/12,95
10/1/12,88
10/2/12,88
10/3/12,60
10/4/12,68
10/5/12,181
10/6/12,188
10/7/12,61
10/8/12,39
10/9/12,40
10/10/12,132
