Date,Value
8/12/15,NaN
8/13/15,NaN
8/14/15,NaN
8/15/15,NaN
8/16/15,98
8/17/15,115
8/18/15,120
8/19/15,101
8/20/15,72
8/21/15,53
8/22/15,41
8/23/15,52
8/24/15,48
8/25/15,58
8/26/15,31
8/27/15,28
8/28/15,40
8/29/15,32
8/30/15,45
8/31/15,94
9/1/15,57
9/2/15,95
9/3/15,99
9/4/15,37
9/5/15,19
9/6/15,100
9/7/15,95
9/8/15,86
9/9/15,74
9/10/15,20
9/11/15,28
9/12/15,30
9/13/15,45
9/14/15,48
9/15/15,80
9/16/15,85
9/17/15,91
9/18/15,119
9/19/15,67
9/20/15,135
9/21/15,67
9/22/15,39
9/23/15,80
9/24/15,66
9/25/15,127
9/26/15,182
9/27/15,84
9/28/15,160
9/29/15,152
9/30/15,195
10/1/15,42
10/2/15,41
10/3/15,129
10/4/15,109
10/5/15,112
10/6/15,149
10/7/15,98
10/8/15,31
10/9/15,50
10/10/15,51
10/11/15,58
10/12/15,74
10/13/15,171
10/14/15,194
10/15/15,158
10/16/15,166
10/17/15,114
10/18/15,123
10/19/15,155
10/20/15,189
10/21/15,187
10/22/15,215
10/23/15,172
10/24/15,231
10/25/15,316
10/26/15,473
10/27/15,39
10/28/15,67
10/29/15,55
10/30/15,86
10/31/15,122
11/1/15,162
11/2/15,286
11/3/15,298
11/4/15,144
11/5/15,229
11/6/15,263
11/7/15,405
11/8/15,864
11/9/15,451
11/10/15,318
11/11/15,213
11/12/15,250
11/13/15,217
11/14/15,222
11/15/15,214
11/16/15,190
11/17/15,193
11/18/15,162
11/19/15,176
11/20/15,80
11/21/15,137
11/22/15,132
11/23/15,94
11/24/15,73
11/25/15,90
11/26/15,66
11/27/15,166
11/28/15,246
11/29/15,224
11/30/15,224
12/1/15,228
12/2/15,69
12/3/15,57
12/4/15,75
12/5/15,82
12/6/15,176
12/7/15,270
12/8/15,250
12/9/15,98
12/10/15,158
12/11/15,133
12/12/15,283
12/13/15,256
12/14/15,338
12/15/15,218
12/16/15,51
12/17/15,81
12/18/15,174
12/19/15,259
12/20/15,108
12/21/15,272
12/22/15,339
12/23/15,263
12/24/15,78
12/25/15,160
12/26/15,121
12/27/15,355
12/28/15,241
12/29/15,228
12/30/15,211
12/31/15,435
1/1/16,218
1/2/16,199
1/3/16,135
1/4/16,130
1/5/16,107
1/6/16,80
1/7/16,165
1/8/16,129
1/9/16,241
1/10/16,133
1/11/16,169
1/12/16,202
1/13/16,125
1/14/16,260
1/15/16,178
1/16/16,167
1/17/16,137
1/18/16,53
1/19/16,82
1/20/16,278
1/21/16,262
1/22/16,145
1/23/16,57
1/24/16,96
1/25/16,227
1/26/16,259
1/27/16,138
1/28/16,223
1/29/16,102
1/30/16,92
1/31/16,232
